domain,group_id,label,text,words,split
finance,finance:3518,0,"Is your name on the title at all? You may have (slightly) more leverage in that case, but co-signing any loans is not a good idea, even for a friend or relative. As this article notes: Generally, co-signing refers to financing, not ownership. If the   primary accountholder fails to make payments on the loan or the retail   installment sales contract (a type of auto financing dealers sell),   the co-signer is responsible for those payments, or their credit will   suffer. Even if the co-signer makes the payments, they’re still not   the owner if their name isn’t on the title. The Consumer Finance Protection Bureau (CFPB) notes: If you co-sign a loan, you are legally obligated to repay the loan in   full. Co-signing a loan does not mean serving as a character reference   for someone else.  When you co-sign, you promise to pay the loan yourself. It means that   you risk having to repay any missed payments immediately. If the   borrower defaults on the loan, the creditor can use the same   collection methods against you that can be used against the borrower   such as demanding that you repay the entire loan yourself, suing you,   and garnishing your wages or bank accounts after a judgment. Your   credit score(s) may be impacted by any late payments or defaults. Co-signing an auto loan does not mean you have any right to the   vehicle, it just means that you have agreed to become obligated to   repay the amount of the loan. So make sure you can afford to pay this   debt if the borrower cannot. Per this article and this loan.com article, options to remove your name from co-signing include: If you're name isn't on the title, you'll have to convince your ex-boyfriend and the bank to have you removed as the co-signer, but from your brief description above, it doesn't seem that your ex is going to be cooperative. Unfortunately, as the co-signer and guarantor of the loan, you're legally responsible for making the payments if he doesn't. Not making the payments could ruin your credit as well. One final option to consider is bankruptcy. Bankruptcy is a drastic option, and you'll have to weigh whether the disruption to your credit and financial life will be worth it versus repaying the balance of that auto loan. Per this post: Another not so pretty option is bankruptcy. This is an extreme route,   and in some instances may not even guarantee a name-removal from the   loan. Your best bet is to contact a lawyer or other source of legal help to review your options on how to proceed with this issue.",434,valid
finance,finance:3518,1,"If you are the cosigner on a loan and the primary borrower is not paying, you may be held responsible for the debt. This is because as a cosigner, you have agreed to be jointly responsible for repaying the loan if the primary borrower fails to do so.If the cosigner will not pay or provide information or transfer the asset, you may need to take legal action to seek compensation. You may want to consult with a lawyer to discuss your options and determine the best course of action for your situation.In some cases, it may be possible to negotiate with the cosigner or the lender to come to a resolution that is acceptable to all parties. However, if this is not possible, you may need to consider taking legal action to seek compensation for the debt or to have the cosigner removed from the loan.It is important to keep in mind that taking legal action can be time-consuming and costly, and it may not always be the best option. You should carefully weigh the pros and cons of pursuing legal action before making a decision.",186,valid
medicine,medicine:318,0,"Hi there,Welcome to HCM,Do not worry.Usually the FSH values are almost twice that of LH, if not so then we suspect the women to have a condition called PCOS and do additional hormonal tests and pelvic ultrasound.But in your case what really matters is if you have any other health concerns or not.You should be getting regular period, if your period are not regular then it is more likely that you have PCOS, also having PCOS will make childbearing more difficult. But with just one FSH, LH value you need not worry.Moreover all factors of infertility need to be evaluated after 1 year of trying, but since you have started the evaluation in 7 months you need to do all the tests including your pelvic ultrasound, blood tests including thyroid and prolactin levels. Your partner semen analysis is also essential. Only after complete analysis can a cause for infertility if at all any can be ascertained.Take Folic acid 5 mg while you are trying to conceive.Hope this helps.Regards.",168,valid
medicine,medicine:318,1,"It is normal for the levels of luteinizing hormone (LH) and follicle-stimulating hormone (FSH) to vary throughout the menstrual cycle. In general, LH levels are higher during the middle of the cycle, around the time of ovulation, while FSH levels are higher at the beginning of the cycle.

The levels of LH and FSH that you have provided do not seem to be outside of the normal range. However, it is important to keep in mind that hormone levels can be affected by various factors, such as age, weight, and overall health.

It is also important to note that fertility is not solely determined by hormone levels. There are many other factors that can affect fertility, including a person's overall health, lifestyle, and any underlying medical conditions.

It is best to discuss your specific situation and concerns with a healthcare provider. They can help you understand your hormone levels and determine the best course of action for you and your fertility goals.",162,valid
finance,finance:2185,0,"I'm not sure how this gets entered in TurboTax, but this income from the company should be included in the Schedule C (or C-EZ) Line 1 Gross Receipts total, along with all of your 1099-MISC income from your business and any other income that your business took in. You don't need a 1099 from them, and the IRS doesn't care (at least from your perspective) if you got a 1099 or not; in fact, they probably expect you to have some non-1099 income.  We don't know why the company chose not to issue 1099 forms, but luckily it isn't your concern. You can fill out your tax return properly without it.  Note: This answer assumes that you didn't have any tax withheld from your checks from this company. If you did have tax withheld, you'll need to insist on a 1099 to show that.",144,valid
finance,finance:2185,1,"If you received more than $600 in income from a company that does not issue a 1099-MISC, you will still need to report this income on your tax return. You should report the income as general income on your tax return.To report this income, you will need to complete a tax return and include the income on the appropriate form, such as Form 1040 for individual taxpayers or Form 1120 for businesses. You will need to enter the amount of income you received from the company in the section for other income, which may include wages, salaries, tips, and other types of income.It is important to accurately report all of your income, even if you do not receive a 1099-MISC form. Failure to report all of your income could result in penalties and interest. If you have any questions about how to report this income on your tax return, you should consult with a tax professional or refer to the IRS instructions for the appropriate tax form.",167,valid
finance,finance:3460,0,"Let me provide a general answer, that might be helpful to others, without addressing those specific stocks. Dividends are simply corporate payouts made to the shareholders of the company.  A company often decides to pay dividends because they have excess cash on hand and choose to return it to shareholders by quarterly payouts instead of stock buy backs or using the money to invest in new projects. I'm not exactly sure what you mean by ""dividend yield traps.""  If a company has declared an dividend for the upcoming quarter they will almost always pay.  There are exceptions, like what happened with BP, but these exceptions are rare.  Just because a company promises to pay a dividend in the approaching quarter does not mean that it will continue to pay a dividend in the future.  If the company continues to pay a dividend in the future, it may be at a (significantly) different amount. Some companies are structured where nearly all of there corporate profits flow through to shareholders via dividends.  These companies may have ""unusually"" high dividends, but this is simply a result of the corporate structure.    Let me provide a quick example: Certain ETFs that track bonds pay a dividend as a way to pass through interest payments from the underlying bonds back to the shareholder of the ETF. There is no company that will continue to pay their dividend at the present rate with 100% certainty.  Even large companies like General Electric slashed its dividend during the most recent financial crisis.  So, to evaluate whether a company will keep paying a dividend you should look at the following: Update: In regards to one the first stock you mentioned, this sentence from the companies of Yahoo! finance explains the ""unusually"" dividend: The company has elected to be treated as a REIT for federal income tax purposes and would not be subject to income tax, if it distributes at least 90% of its REIT taxable income to its share holders.",330,valid
finance,finance:3460,1,"Dividend yield trap is a term used to describe a stock that has a high dividend yield, but the dividend is not sustainable and is at risk of being cut or eliminated. This can happen if the company's financial performance is deteriorating and it can no longer afford to pay out dividends.To determine if a dividend stock is ""safe,"" you should evaluate the company's financial health and stability. Here are a few things you can consider:Dividend payout ratio: This is the percentage of the company's earnings that is paid out as dividends. A high payout ratio may indicate that the company is paying out more in dividends than it can afford, which could put the dividend at risk.Earnings growth: A company's ability to pay dividends depends on its ability to generate profits. Look for companies with a track record of consistent and growing earnings, as this suggests that the company is financially stable and capable of paying dividends.Debt levels: High levels of debt can be a risk for dividends, as the company may need to use its profits to pay down debt rather than paying dividends.Industry and market conditions: The overall health of the industry and the economy can also impact a company's ability to pay dividends.It's also a good idea to diversify your portfolio by including a mix of dividend-paying and non-dividend-paying stocks, rather than relying too heavily on dividends as a source of income. This can help reduce risk in your portfolio.It's important to keep in mind that investing in stocks, including dividend-paying stocks, carries risks, and there is no guarantee that you will receive dividends or that the dividends will be sustained. It's always a good idea to do your own research and consult with a financial professional before making investment decisions.",295,valid
finance,finance:1127,0,"My take on this is that with any short-selling contract you are engaging in, at a specified time in the future you will need to transfer ownership of the item(s) you sold to the buyer. Whether you own the item(s) or in your case you will buy your friend's used  car in the meantime (or dig enough gold out of the ground - in the case of hedging a commodity exposure) is a matter of ""trust"". Hence there is normally some form of margin or credit-line involved to cover for you failing to deliver on expiry.",96,valid
finance,finance:1127,1,"Sure, I can help you with that. Short selling is a way for investors to bet against a stock, hoping its price will fall. It allows investors to profit from a decline in a stock's price. To short sell a stock, an investor borrows shares from someone else and sells them on the market. If the price of the stock falls as the investor expects, they can buy the stock back at the lower price, return the borrowed shares to the lender, and keep the difference as profit.There are some risks involved in short selling, however. If the price of the stock goes up instead of down, the investor will have to buy the stock back at a higher price than they sold it for, resulting in a loss. Additionally, there is theoretically no limit to how much a stock's price can rise, so the potential losses from a short sale could be unlimited.I hope that helps. Do you have any other questions about short selling?",166,valid
finance,finance:2432,0,"I couldn't find historical data either, so I contacted Vanguard Canada and Barclays; Vanguard replied that  This index was developed for Vanguard, and thus historical information is available as of the inception of the fund. Unfortunately, that means that the only existing data on historical returns are in the link in your question. Vanguard also sent me a link to the methodology Barclay's uses when constructing this index, which you might find interesting as well.  I haven't heard from Barclays, but I presume the story is the same; even if they've been collecting data on Canadian bonds since before the inception of this index, they probably didn't aggregate it into an index before their contract with Vanguard (and if they did, it might be proprietary and not available free of charge).",131,valid
finance,finance:2432,1,"There are several sources that you can use to find historic performance data for the Barclays Aggregate Canadian Bond Index. One option is to use a financial data provider such as Bloomberg or Thomson Reuters, which offer a wide range of financial market data including indices. You can also try looking for data on financial websites such as Yahoo Finance or Google Finance, which provide free access to a variety of market data and historical price information.In addition to these options, you can also try contacting Barclays directly to see if they have any historic performance data available. They may be able to provide you with data or point you towards a source where you can find the information you are looking for.It's also worth noting that the Barclays Aggregate Canadian Bond Index is just one of many indices that track the performance of the Canadian bond market. If you are unable to find the specific data you are looking for, you may want to consider looking at other indices that track the same market or a similar market to get a sense of the overall performance of Canadian bonds.",190,valid
finance,finance:192,0,"Honing in on your last question: Is there a better way?  I think there is, but it would require you to change the way you handle your spending, and that may not be of interest to you.  Right now you have a lot of manual work, keeping track of expenditures and then entering the, every day. The great thing about switching to a habit where you pay for everything using a debit or credit card is that you can skip the manual entry by importing your transactions from your bank. You mention that your bank doesn't allow for exporting. There's still a chance that your bank can connect with a solution like Wave Accounting (http://www.waveaccouting.com), which is free and made for small business accounting. (Full disclosure: I represent Wave.) If your current bank doesn't permit export or connections with Wave, it may be worth switching to a different bank. It's a bit of a pain to make the switch, I know, but you really will save a massive amount of time and effort over the course of the year, as well as minimize the risk of human error, compared to entering your receipts on a daily basis. In Wave, you can still enter all of your cash receipts manually if you want to continue with your current practice of cash payments. One important thing to mention, too: If you're looking for a better way of doing things, make sure it includes proper backup. There would be nothing worse than entering all that data onto a spreadsheet and then something happening to your computer and you lose it all.  Wave Accounting is backed up hourly and uses bank-level security to keep your information safe. One last thing: as I mention above, Wave Accounting is free.  So if it is a good match for your small business accounting needs, it will also be a nice fit for your wallet.",317,valid
finance,finance:192,1,"Tracking your spending and cash flow can be a helpful way to manage your finances and make informed decisions about your financial future. Here are a few steps you can take to track your spending and cash flow:Gather your financial information: Collect all of your bills, receipts, bank statements, and other financial documents.Organize your information: Create a system to organize your financial information, such as using a spreadsheet or financial software.Identify your income sources: Make a list of all the ways you receive income, including your salary, any investments or other sources of income.Track your spending: Record all of your spending, including bills, groceries, and other expenses. You can use a budgeting app or create your own system using a spreadsheet or paper and pencil.Analyze your spending and income: Look at your spending and income to identify patterns and areas where you may be able to cut back or save more.Create a budget: Use the information you have gathered to create a budget that helps you manage your spending and reach your financial goals.Monitor your progress: Regularly review your spending and income to make sure you are staying on track with your budget. Make adjustments as needed.By tracking your spending and cash flow, you can gain a better understanding of your financial situation and make informed decisions about your money.",220,valid
medicine,medicine:477,0,"Hello!Thank you for the query.Your symptoms are quite characteristic for a hernia in the mentioned area. It can be an umbilical hernia or if it is close to the C-section scar, the scar can be the source of it.Hernia should be more visible when standing and coughing and can disappear when lying down.Hernia usually contains fatty tissue from abdominal cavity however sometimes intestines can also be under the skin.I suggest you to consult a surgeon with this issue. In case of doubts, ultrasound should be done.Hope this will help.Regards.",89,valid
medicine,medicine:477,1,"It is difficult to determine the cause of a lump on your stomach without more information and without the opportunity to examine you in person. It is important to see a healthcare provider for an evaluation if you are concerned about a lump on your stomach, particularly if it is accompanied by other symptoms such as twitching or spasms.

There are many possible causes of a lump on the stomach, including:

Lipoma: a benign (noncancerous) growth made up of fat cells
Hernia: a protrusion of an organ or tissue through a weakness in the muscles of the abdominal wall
Abscess: a collection of pus that has formed in the body as a result of an infection
Cyst: a sac containing fluid that can form in various parts of the body
It is also possible that the lump and twitching could be related to a muscle spasm or other muscle issue. Again, it is important to see a healthcare provider for a proper diagnosis and treatment plan.",166,valid
medicine,medicine:1053,0,"hithanks for using healthcare magicThe liquefaction is the process when the gel formed by proteins from the seminal vesicles is broken up and the semen becomes more liquid. It normally takes less than 20 minutes for the sample to change from a thick gel into a liquid. In the NICE guidelines, a liquefaction time within 60 minutes is regarded as within normal ranges. That's mean in ur case liquefactionn is normal. now according to WHO has motility factor should be 50% and this must be measured within 60 minutes of collection. In ur case motility factor is around 65%. there is nothing to worry in ur reportthanks",107,valid
medicine,medicine:1053,1,"I'm sorry, but I am an artificial intelligence and do not have the ability to diagnose or recommend treatment for medical conditions. It is important that you discuss your semen examination report with a healthcare professional, such as a urologist or fertility specialist. They will be able to provide you with more information about your specific situation and suggest appropriate treatment options.

It's worth noting that sperm motility, or the ability of sperm to move effectively, is an important factor in fertility. In general, at least 40% of sperm should be moving forward in a straight line for fertility to be considered normal. Abnormal sperm motility can be caused by a variety of factors, including infection, inflammation, hormonal imbalances, genetic factors, and certain medications. Treatment options will depend on the underlying cause of the issue and may include medication, lifestyle changes, and assisted reproductive technologies.

Again, I recommend that you speak with a healthcare professional for more information and personalized guidance.",161,valid
finance,finance:3082,0,"Hearing somewhere is a level or two worse than ""my friend told me.""  You need to do some planning to forecast your full year income and tax bill. In general, you should be filing a quarterly form and tax payment. You'll still reconcile the year with an April filing, but if you are looking to save up to pay a huge bill next year, you are looking at the potential of a penalty for under-withholding.  The instructions and payment coupons are available at the IRS site.  At this point I'm required to offer the following advice - If you are making enough money that this even concerns you, you should consider starting to save for the future. A Solo-401(k) or IRA, or both. Read more on these two accounts and ask separate questions, if you'd like.",136,valid
finance,finance:3082,1,"If you are self-employed, it is important to set aside money for taxes on a regular basis. This can help you avoid any financial difficulties that may arise if you have not saved enough to cover your tax liability.Here are some tips for saving money for taxes as a self-employed individual:Determine your tax rate: The first step in saving for taxes is to determine your tax rate. This will depend on your business structure, income, and any deductions you are eligible for.Set aside a portion of your income: Once you have determined your tax rate, you can start setting aside a portion of your income for taxes. A good rule of thumb is to set aside 30-35% of your income for taxes.Keep track of your expenses: Keep track of all your business expenses, as these can be deducted from your income when calculating your tax liability. This can help reduce the amount of tax you owe.Make estimated tax payments: If you are self-employed, you are responsible for paying your own taxes. One way to do this is by making estimated tax payments throughout the year. This can help you avoid any penalties for underpayment.Consider hiring a professional: If you are not comfortable handling your own taxes, consider hiring a professional tax preparer or accountant to help you. They can assist you in accurately calculating your tax liability and making timely payments.",231,valid
finance,finance:2140,0,"Many people have provided very good answers to this question and all the answers provide sound advice and justification. Below are some of my thoughts on the questions that you have put forward. 1) The investment manager question: The returns on your capital for a half year has been quite low; having said that, some investments do take more than half year to show some growth. You could try talking to your investment manager and ask where your money has been deployed and why the returns are low. If there are no real explanation given forth (which would be more likely as you have mentioned your investment manager does not like to discuss your money with you) you should conside Xolorus & Pete's advice and forthwith take all your money from investment manager and park it in the bank till you figure out what to do next with it. 2) Finances are not my forte: At 22 finance is nobodies forte, it takes longer than that; however having said that, how do you know finance is actually not your forte? Being a computer science graduate you would be more than comfortable with the mathematics required for finance. You may not have looked seriously at finance till now (I assume by your statement). Once way to be certain about this would be self learning, some good books have been refered above and there are online information, courses and articles on the Internet, for example here. You could give some spare time and explore if finance interests you or not. 3) If finance interests you: Then consider the 30K as your seed fund and take a small portion of it say 2K and try out your hand at investing on your own in the instruments that you feel most comfortable and see how you fare, you are young enough to take the risk. Rest of the money you could put in other low risk instruments (that you have identified through self study) 4) If finance does not interest you: The probably you are better off with an investment manager, as observed above, it will take some time for you to identify him/her 5) On returns: As mentioned above different instruments produce returns differently, however, one question that is universally asked is how much return on an invetment shoule one expect (you were expecting more than $12 on your investment). It is a difficult question to answer as invetment returns and investment needs depend on a persons financial goals and risk taking profile. One way to have some measure is to take 15-20 years CAGR of the stock index return and reduce it by 2-3%, that is (in many cases, not all) a reasonable return expectation in medium-long term.",456,valid
finance,finance:2140,1,"It's generally a good idea to have a diversified portfolio, which means including a mix of different types of investments rather than just putting all your money in one place. This can help spread risk and potentially increase your chances of earning a good return on your investment over the long term. Here are a few options to consider:Mutual funds: These are investment vehicles that pool together money from many investors and use it to buy a diversified portfolio of stocks, bonds, or other securities. There are many different types of mutual funds to choose from, so you can find one that aligns with your investment goals and risk tolerance.Index funds: These are mutual funds that track the performance of a specific market index, such as the S&P 500. Index funds can be a good option if you want to invest in a broad range of stocks and minimize your investment costs.Exchange-traded funds (ETFs): These are similar to mutual funds, but they are traded on stock exchanges like individual stocks. ETFs can be a good option if you want to invest in a specific sector or asset class and want the flexibility to buy and sell your investments quickly.Individual stocks: If you feel comfortable doing your own research and are willing to take on more risk, you may want to consider investing in individual stocks. Just be sure to diversify your portfolio by investing in a range of different stocks in different industries to help mitigate risk.It's important to keep in mind that investing always carries some level of risk, and there is no guarantee that you will earn a return on your investment. It's a good idea to do your own research and consult with a financial advisor or professional before making any investment decisions.",296,valid
finance,finance:494,0,"Have you looked at what is in that book value? Are the assets easily liquidated to get that value or could there be trouble getting the fair market value as some assets may not be as easy to sell as you may think. The Motley Fool a few weeks ago noted a book value of $10 per share. I could wonder what is behind that which could be mispriced as some things may have fallen in value that aren't in updated financials yet. Another point from that link: After suffering through the last few months of constant cries from   naysayers about the company’s impending bankruptcy, shareholders of   Penn West Petroleum Ltd. (TSX:PWT)(NYSE:PWE) can finally look toward   the future with a little optimism. Thus, I'd be inclined to double check what is on the company books.",135,valid
finance,finance:494,1,"The book value of a company, also known as its net asset value, is the total value of its assets minus its liabilities. It represents the value of a company's assets that shareholders would theoretically receive if the company were to be liquidated.Market value, on the other hand, is the current price at which a company's stock is trading in the market. It represents the value that investors are willing to pay for a company's stock based on their perceptions of the company's future earnings and growth potential.The market value of a company's stock may be higher or lower than its book value, depending on a variety of factors, including the company's financial performance, industry trends, and investor sentiment.I'm not familiar with PWT.TO, so I'm unable to provide specific information about its book value or market value. If you can provide more context about the company, I may be able to offer more helpful information.",155,valid
finance,finance:1786,0,"US Treasury securities are the safest investment. You can buy short term by buying T-Bills.  You buy T-bills at a discount to face. For example, to buy a four week T-bill the treasury will take $99.98 out of your account. In four weeks the treasury will deposit $100 into your account. The $0.02 difference is your Intrest on the loan. Compounded over a year (13 four week periods) you get a 0.24% interest. But (presumably) more importantly (to you) you get your original $99.98 back.  Your government cannot nationalize money that you have on loan to the United States Government.  Edit : oops, I dropped a decimal position in my original calculation of compounded rate of interest. It is now corrected.",121,valid
finance,finance:1786,1,"There are several strategies that individuals and businesses can use to preserve wealth in a volatile economic and political environment:Diversify investments: One of the most effective ways to preserve wealth is to diversify your investment portfolio across a range of asset classes, including stocks, bonds, real estate, and commodities. This can help reduce the overall risk of your investments and ensure that you are not overly reliant on any single asset.Keep an emergency fund: It's important to have a financial cushion in case of unexpected expenses or economic downturns. Consider setting aside a portion of your wealth in a high-yield savings account or other liquid investment that can be easily accessed in times of need.Protect against inflation: Inflation can erode the value of your wealth over time. One way to protect against inflation is to invest in assets that tend to increase in value, such as real estate or commodities. Alternatively, you can consider investing in inflation-protected securities, such as Treasury Inflation-Protected Securities (TIPS).Consider moving assets offshore: Depending on your country's political and economic climate, it may be advisable to move some of your assets offshore to a more stable jurisdiction. This can help protect your wealth from potential confiscation or other risks.Stay informed: Keep an eye on economic and political developments in your country and the broader global economy. This will help you anticipate potential risks and take proactive measures to preserve your wealth.",235,valid
finance,finance:684,0,"Rob - I'm sorry your first visit here has been unpleasant.  What you are asking for is beyond the capability of most software. If you look at Fairmark.com, you find the standard deduction for married filing joint is $12,200 in 2012, and $12,400 in 2013. I offer this anecdote to share a 'deduction' story - The first year I did my MIL's taxes, I had to explain that she didn't   have enough deductions to itemize. Every year since, she hands me a   file full of paper substantiating medical deductions that don't exceed   7.5% of her income. In turn, I give her two folders back, one with the 5 or so documents I needed, and the rest labeled ""trash"". Fewer than 30% of filers itemize. And a good portion of those that do, have no question that's the right thing to do. e.g. my property tax is more than the $12K, so anything else I have that's a deduction adds right to the number.  It's really just those people who are at the edge that are likely frustrated. I wrote an article regarding Standard Deduction vs Itemizing, in which I describe a method of pulling in one's deductible expenses into Odd years, reducing the number in Even years, to allow a bi-annual itemization. If this is your situation, you'll find the concept interesting.  You also ask about filing status. Think on this for a minute. After pulling in our W2s (TurboTax imports the data right from ADP), I do the same for our stock info. The stock info, and all Schedule A deductions aren't assigned a name. So any effort to split them in search of savings by using Married Filing Separate, would first require splitting these up. TurboTax has a 'what-if' worksheet for this function, but when the 'marriage penalty' was lifted years ago, the change in status had no value. Items that phaseout over certain income levels are often lost to the separate filer anyway. When I got married, I found my real estate losses each year could not be taken, they accumulated until I either sold, or until our income dropped when the Mrs retired.  So, while is respect your desire for these magic dials within the software, I think it's fair to say they would provide little value to most people.  If this thread stays open, I'd be curious if anyone can cite an example where filing separately actually benefits the couple.",405,valid
finance,finance:684,1,"Most tax preparation software programs, including those that are free to use, will automatically determine the best filing status for you based on your personal and financial information. When you enter your information into the software, it will ask you a series of questions to gather the necessary information and then use that information to determine your filing status and help you complete your tax return.Some tax software programs also have features that allow you to compare different filing statuses to see which one will result in the lowest tax liability for you. This can be helpful if you are unsure of which filing status to use or if you are considering changing your filing status from one year to the next.It's worth noting that the filing status you choose can have a significant impact on your tax liability, so it's important to make sure you choose the right one. If you have any doubts about which filing status to use, you may want to consult with a tax professional or refer to IRS guidelines for more information.",178,valid
finance,finance:3134,0,"Down payment: Emphatically avoid PMI if at all possible; it's pouring money down the drain. Do 20% down if you can, or pay off enough to bring you above 20% and ask for PMI to be removed as soon as you can. Beyond that it's a matter of how much risk you want to accept and how long you'll own the place, and you'll have to run the numbers for the various alternatives -- allowing for uncertainty in your investments -- to guide your decision. Do not assume you will be able to make a profit when you sell the house; that's the mistake which left many people under water and/or foreclosed on. Do not assume that you will be able to sell it quickly; it can take a year of more. Do not assume immediate or 100% occupancy it you rent it out; see many other answers here for more realistic numbers.... and remember that running a rental is a business and has ongoing costs and hassles. (You can contract those out, but then you lose a good percentage of the rent income.) Double mortgage is another great way to dig yourself into a financial hole; it can be a bigger cost than the PMI it tries to dodge and is definitely a bigger risk. Don't.",217,valid
finance,finance:3134,1,"When choosing a mortgage structure for buying a home, there are several factors to consider:Down payment: The amount of money you have available for a down payment can affect the mortgage structure you choose. If you have a large down payment, you may be able to qualify for a conventional mortgage, which typically requires a down payment of at least 3% of the purchase price. If you have a smaller down payment, you may need to consider a government-insured mortgage, such as an FHA loan or a VA loan, which have lower down payment requirements.Interest rate: The interest rate on your mortgage can significantly impact your monthly payments and the overall cost of your loan. Consider comparing mortgage rates from multiple lenders to find the best deal.Loan term: The loan term is the length of time over which you will pay off your mortgage. Short-term mortgages, such as 15-year loans, typically have lower interest rates but higher monthly payments. Longer-term mortgages, such as 30-year loans, have higher interest rates but lower monthly payments.Affordability: It's important to choose a mortgage structure that fits within your budget. Be sure to consider your other financial obligations and future plans when deciding how much you can afford to pay each month.Prepayment penalties: Some mortgages have prepayment penalties, which means that you'll be charged a fee if you pay off your mortgage early. This can be a factor to consider if you think you may sell your home or refinance in the near future.It's a good idea to speak with a financial advisor or a mortgage lender to discuss your options and determine the best mortgage structure for your needs.",275,valid
finance,finance:2367,0,"The portfolio described in that post has a blend of small slices of Vanguard sector funds, such as Vanguard Pacific Stock Index (VPACX).  And the theory is that rebalancing across them will give you a good risk-return tradeoff.  (Caveat: I haven't read the book, only the post you link to.) Similar ETFs are available from Vanguard, iShares, and State Street.  If you want to replicate the GFP exactly, pick from them.  (If you have questions about how to match specific funds in Australia, just ask another question.)  So I think you could match it fairly exactly if you wanted to. However, I think trying to exactly replicate the Gone Fishin Portfolio in Australia would not be a good move for most people, for a few reasons: Brokerage and management fees are generally higher in Australia (smaller market), so dividing your investment across ten different securities, and rebalancing, is going to be somewhat more expensive. If you have a ""middle-class-sized"" portfolio of somewhere in the tens of thousands to low millions of dollars, you're cutting it into fairly small slices to manually allocate 5% to various sectors.  To keep brokerage costs low you probably want to buy each ETF only once every one-two years or so.  You also need to keep track of the tax consequences of each of them. If you are earning and spending Australian dollars, and looking at the portfolio in Australian dollars, a lot of those assets are going to move together as the Australian dollar moves, regardless of changes in the underlying assets.  So there is effectively less diversification than you would have in the US. The post doesn't mention the GFP's approach to tax.  I expect they do consider it, but it's not going to be directly applicable to Australia. If you are more interested in implementing the general approach of GFP rather than the specific details, what I would recommend is: The Vanguard and superannuation diversified funds have a very similar internal split to the GFP with a mix of local, first-world and emerging market shares, bonds, and property trusts.  This is pretty much fire-and-forget: contribute every month and they will take care of rebalancing, spreading across asset classes, and tax calculations.  By my calculations the cost is very similar, the diversification is very similar, and it's much easier. The only thing they don't generally cover is a precious metals allocation, and if you want that, just put 5% of your money into the ASX:GOLD ETF, or something similar.",415,valid
finance,finance:2367,1,"The Australian version of the Couch Potato portfolio is a portfolio that is made up of index funds that track the Australian stock market and the Australian bond market. A typical Couch Potato portfolio for Australia might include the following funds:Vanguard Australian Shares Index FundVanguard Australian Fixed Interest Index FundTo create a portfolio similar to the Global Couch Potato, you could include international index funds in addition to the above funds. For example:Vanguard International Shares Index Fund (hedged)This portfolio would be well-diversified, low-cost, and easy to manage. It would be suitable for a long-term, buy-and-hold investment strategy.",97,valid
medicine,medicine:862,0,Hello dearI understand your concernYes pregnancy is possible as condom was brokeSometime precum get enter into the vagina unknowingly through broken condom and it contain sufficient sperm concentration that cause pregnancy.I would suggest to wait for the period to comeIf period will delay by more than 8-10 days then go for urine pregnancy test to confirm the pregnancy.If you will be pregnant then still you can terminate it by using abortion pill under the advice of gynecologistHope this may help youContact HCM for further health queryBest regardsDr. Sagar,88,valid
medicine,medicine:862,1,"It is possible to become pregnant if a condom breaks during sex. Condoms are not 100% effective at preventing pregnancy, even when used correctly. The effectiveness of condoms at preventing pregnancy is about 82% with typical use, meaning that about 18 out of 100 people who use condoms as their only form of birth control will become pregnant over the course of one year.

If the condom broke during sex and your partner ejaculated inside you, there is a chance that you could become pregnant. It is important to remember that sperm can live inside the female reproductive tract for up to five days, so pregnancy is still possible even if you had sex several days ago.

If you are concerned about the possibility of pregnancy, you can take a pregnancy test or speak with a healthcare provider to find out more. Pregnancy tests are most accurate when taken at least a week after a missed period. It is also a good idea to consider using emergency contraception, such as the ""morning-after pill,"" to help reduce the risk of pregnancy.

It is important to use condoms consistently and correctly to help reduce the risk of unintended pregnancy and sexually transmitted infections (STIs). If you have had a condom break during sex, it is important to use another form of contraception, such as the pill or an IUD, and to consider getting tested for STIs.",234,valid
finance,finance:1578,0,"If your sole proprietorship losses exceed all other sources of taxable income, then you have what's called a Net Operating Loss (NOL). You will have the option to ""carry back"" and amend a return you filed in the last 2 years where you owed tax, or you can ""carry forward"" the losses and decrease your taxes in a future year, up to 20 years in the future. For more information see the IRS links for NOL. Note: it's important to make sure you file the NOL correctly so I'd advise speaking with an accountant. (Especially if the loss is greater than the cost of the accountant...)",106,valid
finance,finance:1578,1,"A deductible is the amount that a business must pay out of pocket before its insurance policy begins to cover the costs of a claim. The purpose of a deductible is to encourage businesses to be more careful about the risks they take and to minimize the number of small claims that an insurance company must pay.For small businesses, choosing a deductible amount can be a balancing act. On the one hand, a higher deductible can lower the premium that the business must pay for its insurance coverage. However, a higher deductible also means that the business will have to pay more out of pocket when it does need to make a claim.As a general rule, it's a good idea for small businesses to choose a deductible that they can afford to pay in the event of a claim, while still being able to keep their premiums as low as possible. This may require some careful planning and budgeting to ensure that the business has enough cash on hand to pay the deductible if needed.In addition to considering the financial impact of a deductible, small businesses should also consider the types of risks that they face and the likelihood of needing to make a claim. For example, a business that operates in a high-risk industry, such as construction, may want to choose a lower deductible to reduce the risk of a large financial loss. On the other hand, a business that operates in a low-risk industry may be able to afford a higher deductible without taking on too much risk.",260,valid
